A,B,C,D,E,F,G,H,O
527,573,855,625,535,623,121.0685756,634.6547093,150
523,573,833,621,533,616.6,113.5774626,626.9732052,150
524,564,845,622,526,616.2,119.7871446,627.7351352,150
520,561,841,605,521,609.6,119.8392256,621.2677362,150
513,574,832,593,520,606.4,116.8872961,617.5626284,150
513,572,802,579,517,596.6,106.2348342,605.9846533,150
506,565,784,594,532,596.2,98.49345156,604.2808949,150
503,574,787,597,538,599.8,98.90075834,607.8991693,150
512,594,791,588,530,603,99.25724155,611.1145555,150
508,592,785,589,577,610.2,92.60971871,617.1876538,150
508,596,760,592,608,612.8,81.71756237,618.2245547,150
502,597,762,592,622,615,84,620.7100773,150
525,619,765,578,624,622.2,79.75813438,627.2911605,150
515,611,780,568,615,617.8,88.78152961,624.1466174,150
521,595,767,574,636,618.6,82.94238964,624.1357224,150
507,590,762,562,647,613.6,86.85758459,619.7170322,150
496,612,781,569,637,619,94.07018656,626.1071793,150
492,594,757,574,629,609.2,86.5364663,615.3155288,150
491,581,751,607,641,614.2,84.57517366,619.9956451,150
502,592,756,610,646,621.2,82.42912107,626.6450351,150
520,584,798,606,647,631,93.05912099,637.8252112,150
551,567,825,604,671,643.6,99.66664437,651.271372,150
540,553,821,597,656,633.4,102.1931505,641.5909912,150
538,546,817,583,644,625.6,102.7591358,633.9832805,150
523,540,834,597,635,625.8,111.5264991,635.6601293,150
524,557,881,593,638,638.6,126.9875584,651.1035248,150
507,585,886,588,633,639.8,129.6015432,652.7944546,150
498,592,880,578,642,638,129.5345514,651.0170505,150
519,608,865,577,633,640.4,118.5809428,651.2861122,150
515,604,885,558,620,636.4,129.6188258,649.4659344,150
526,584,881,591,605,637.4,124.7438976,649.4919553,150
544,576,861,603,616,640,113.2236724,649.9381509,150
538,565,839,605,623,634,106.7370601,642.9220793,150
549,556,841,594,613,630.6,107.8343174,639.7535463,150
545,547,831,574,611,621.6,107.3864051,630.8077362,150
536,557,825,566,619,620.6,105.7971644,629.5533337,150
525,587,798,590,619,623.8,92.33287605,630.5963844,150
515,597,792,615,618,627.4,90.43583361,633.8843743,150
511,583,790,636,629,629.8,91.65893301,636.4349142,150
501,564,815,632,643,631,105.2520784,639.7179066,150
503,565,844,648,657,643.4,115.156589,653.624204,150
503,562,833,651,659,641.6,111.867064,651.2793563,150
508,561,809,643,666,637.4,102.8369583,645.6424707,150
509,548,797,641,662,631.4,100.3884456,639.3307438,150
513,533,779,620,651,619.2,95.13863568,626.46628,150
515,543,790,599,630,615.4,96.21766989,622.8763922,150
520,539,793,589,619,612,97.08964929,619.6534515,150
531,525,779,576,608,603.8,92.73057748,610.8792025,150
555,574,766,562,596,610.6,78.93693685,615.6812487,150
547,586,752,544,585,602.8,76.72131386,607.6627354,150
532,601,775,538,574,604,89.09545443,610.5358302,150
528,607,778,525,588,605.2,92.25052845,612.1904932,150
547,631,768,532,570,609.6,86.08972064,615.6489259,150
573,645,746,537,550,610.2,77.48393382,615.0998293,150
562,641,732,575,540,610,69.67639486,613.9664486,150
552,637,720,567,538,602.8,67.77433142,606.5980547,150
539,643,702,568,527,595.8,66.6915287,599.5209754,150
519,644,702,589,516,594,71.96943796,598.3440482,150
505,631,692,604,519,590.2,70.06682525,594.3445129,150
493,611,681,585,514,576.8,67.91288538,580.7842973,150
481,587,671,579,523,568.2,64.31920398,571.8288205,150
496,575,659,583,546,571.8,53.19924811,574.269449,150
484,565,697,613,536,579,72.31873893,583.4989289,150
478,557,731,638,519,584.6,90.23657795,591.5232878,150
470,564,768,641,513,591.2,105.1501783,600.4781428,150
464,581,763,636,506,590,104.9361711,599.2592094,150
457,567,747,622,503,579.2,100.8729894,587.9183617,150
469,562,749,606,515,580.2,96.02791261,588.0930199,150
477,555,732,593,498,571,90.36149622,578.1056997,150
476,576,733,603,496,576.8,91.4054703,583.9976027,150
472,570,725,619,511,579.4,88.39592751,586.1042569,150
521,575,707,610,520,586.6,69.16241754,590.6631866,150
553,599,702,601,515,594,62.70566163,597.3005943,150
546,588,693,618,510,591,62.81401118,594.3286969,150
543,584,684,637,508,591.2,63.25630403,594.5744697,150
540,586,672,637,503,587.6,61.62661763,590.8228161,150
540,569,655,627,496,577.4,57.57985759,580.2639055,150
543,586,638,626,484,575.4,56.56005658,578.1731575,150
542,597,646,670,489,588.8,66.45720427,592.5386063,150
530,593,635,671,484,582.6,68.05468389,586.5613352,150
526,589,626,670,486,579.4,66.40361436,583.192764,150
525,582,618,652,474,570.2,63.89491373,573.7687688,150
522,571,601,634,475,560.6,56.47158578,563.4371305,150
513,569,587,621,492,556.4,47.53777445,558.4270767,150
499,558,614,620,495,557.2,53.7155471,559.7831723,150
488,548,607,633,483,551.8,60.75985517,555.1351187,150
492,544,625,629,501,558.2,58.87410297,561.2961785,150
481,534,629,650,490,556.8,70.18090909,561.2054882,150
472,549,627,648,504,560,68.16744091,564.1336721,150
482,549,612,686,494,564.6,76.20393691,569.7194046,150
493,559,607,711,482,570.4,83.71762061,576.5108845,150
497,569,638,727,486,583.4,90.28975579,590.3454921,150
490,569,640,711,481,578.2,88.05316576,584.8663095,150
514,591,640,693,491,585.8,75.62909493,590.6618322,150
549,616,620,687,498,594,64.88451279,597.5332627,150
553,613,616,692,504,595.6,63.58804919,598.9848078,150
536,602,618,682,495,586.6,65.23066763,590.2157233,150
550,592,618,680,489,585.8,64.18847249,589.3062022,150
550,611,617,679,502,591.8,60.69398652,594.904194,150
547,593,606,679,550,595,47.97916214,596.9313193,150
544,580,611,692,536,592.6,56.46804406,595.2843018,150
541,561,615,688,534,587.8,57.58958239,590.6144258,150
557,556,595,669,540,583.4,46.46116658,585.2471273,150
557,555,600,658,537,581.4,43.53665123,583.0277866,150
576,546,601,660,543,585.2,43.00418584,586.7779819,150
573,536,606,648,537,580,42.74108094,581.5726954,150
573,534,617,636,558,583.6,37.65421623,584.8134745,150
566,522,604,640,549,576.2,41.53263777,577.6949022,150
560,509,584,636,549,567.6,41.91706097,569.1456756,150
549,507,579,644,562,568.2,44.75444112,569.9598231,150
539,507,575,651,543,563,48.98979486,565.1274193,150
548,511,575,643,527,560.8,46.35687651,562.7127153,150
550,511,568,635,516,556,44.82410066,557.8039082,150
540,503,559,633,529,552.8,44.00181814,554.548465,150
532,528,556,663,536,563,50.91954438,565.2979745,150
520,557,540,669,551,567.4,52.33965991,569.8089153,150
532,554,559,692,546,576.6,58.4178055,579.5517233,150
529,568,560,691,539,577.4,58.50333324,580.3562699,150
536,579,571,726,531,588.6,71.22527641,592.893751,150
540,589,564,724,515,586.4,73.06599756,590.9345141,150
530,593,556,716,520,583,71.12805354,587.3229095,150
528,594,551,718,522,582.6,72.2706026,587.0654137,150
526,601,554,715,518,582.8,72.19806092,587.2549702,150
513,588,548,716,501,573.2,77.56648761,578.4244117,150
542,582,561,700,495,576,68.34325131,580.0403434,150
535,571,561,687,490,568.8,65.404587,572.5479893,150
520,565,574,686,485,566,68.03234525,570.0740303,150
515,570,570,680,470,561,70.31358332,565.3892464,150
524,574,572,658,454,556.4,66.94953323,560.4134188,150
541,576,569,653,448,557.4,66.11686623,561.3075806,150
528,561,565,631,440,545,62.23503836,548.5418854,150
518,547,559,614,436,534.8,58.39657524,537.97881,150
507,538,552,607,422,525.2,60.91764933,528.7210985,150
520,534,546,602,425,525.4,57.40243897,528.5264421,150
511,523,582,615,435,533.2,62.14949718,536.809836,150
500,540,602,623,426,538.2,71.15166899,542.8828603,150
490,542,584,607,439,532.4,61.38599189,535.9272339,150
505,540,590,610,433,535.6,63.20949296,539.3169754,150
543,529,582,612,439,541,58.77754673,544.1836087,150
548,547,566,612,454,545.4,51.42606343,547.8191307,150
532,560,547,616,463,543.6,49.30152127,545.8311094,150
529,542,545,625,461,540.4,52.18275577,542.9136211,150
536,530,536,603,479,536.8,39.42283602,538.2456688,150
534,515,530,595,483,531.4,36.51082031,532.652795,150
542,501,532,612,484,534.2,44.13796552,536.0203354,150
539,490,525,646,482,536.4,58.75576567,539.6083765,150
540,485,517,676,477,539,72.1304374,543.8049283,150
533,482,516,690,463,536.8,80.45719359,542.7960943,150
537,474,528,703,463,541,86.02557759,547.7968602,150
522,461,547,719,454,540.6,95.9679113,549.0520922,150
506,479,542,710,453,538,90.91754506,545.6280785,150
497,511,521,732,438,539.8,100.3182934,549.0426213,150
487,505,506,716,430,528.8,97.61024536,537.7333912,150
483,497,555,694,427,531.2,91.01736098,538.9411842,150
473,486,561,672,429,524.2,85.25585024,531.0877517,150
467,482,571,649,430,519.8,79.49188638,525.8431325,150
465,495,556,651,439,521.2,75.71102958,526.6702953,150
462,496,537,647,441,516.6,72.85766947,521.7123729,150
457,515,543,634,439,517.6,69.35589377,522.2260047,150
444,514,582,622,459,524.2,68.83719925,528.7004823,150
438,502,594,610,450,518.8,71.43780512,523.6953313,150
440,501,578,621,448,517.6,71.38795417,522.4997608,150
437,511,577,645,455,525,77.38733747,530.672969,150
432,503,568,673,466,528.4,85.21643034,535.2274283,150
426,504,595,689,476,538,93.37451472,546.0428555,150
429,512,607,686,473,541.4,93.15492472,549.3558046,150
430,495,589,672,466,530.4,88.27819663,537.6961968,150
424,480,576,687,452,523.8,96.32528225,532.5833268,150
415,468,574,670,440,513.4,95.21260421,522.1541918,150
406,478,581,673,455,518.6,96.02624641,527.4153961,150
412,471,571,675,459,517.6,94.21592222,526.1049325,150
417,484,572,678,466,523.4,92.12079027,531.4450113,150
422,483,578,679,467,525.8,91.93345419,533.776545,150
416,490,599,658,456,523.8,90.58123426,531.5744539,150
407,506,595,651,462,524.2,88.34794848,531.5928893,150
409,503,602,642,459,523,87.05630362,530.1960015,150
406,511,589,672,445,524.6,96.39626549,533.3829769,150
416,538,578,695,441,533.6,100.4442134,542.9714541,150
455,534,565,695,439,537.6,91.74224763,545.3717998,150
450,544,555,691,429,533.8,93.0277378,541.8455499,150
450,550,564,667,426,531.4,86.63855954,538.4163816,150
460,551,552,679,416,531.6,90.56401051,539.2591214,150
454,541,565,671,419,530,88.68370764,537.3684025,150
471,527,559,668,418,528.6,84.74573736,535.3501658,150
469,539,559,682,414,532.6,90.74050915,540.2745598,150
469,529,557,664,403,524.4,87.61187134,531.6683177,150
464,519,543,657,398,516.2,86.30967501,523.3658376,150
461,526,533,658,392,514,88.24284674,521.5197024,150
469,527,531,661,426,522.8,79.30800716,528.7812402,150
479,524,527,692,428,530,88.6498731,537.3628197,150
469,515,536,707,420,529.4,97.37474005,538.2807817,150
457,547,527,691,408,526,96.28291645,534.7395628,150
440,544,521,715,409,525.8,106.9156677,536.5599687,150
427,559,512,708,411,523.4,107.1458819,534.2544338,150
415,559,512,700,424,522,104.1210834,532.2830074,150
406,563,504,698,421,518.4,106.3702966,529.2005291,150
404,561,491,676,416,509.6,100.5874744,519.4323825,150
407,574,487,667,405,508,100.8840919,517.9204572,150
399,588,475,645,414,504.2,96.85329112,513.4181532,150
394,573,480,622,400,493.8,91.27628389,502.1651123,150
392,571,505,605,392,493,88.51440561,500.8830203,150
403,553,524,598,389,493.4,83.06768325,500.3436819,150
426,560,512,602,385,497,80.99876542,503.5571467,150
426,546,505,604,404,497,74.30208611,502.5234323,150
442,541,507,601,424,503,64.84751345,507.162893,150
434,544,521,603,423,505,68.03822455,509.5627537,150
440,544,533,604,409,506,71.47307185,511.0228958,150
443,562,543,600,405,510.6,74.03404622,515.9393375,150
444,592,548,592,403,515.8,78.13936268,521.6851541,150
438,612,533,577,400,512,80.85295295,518.344673,150
433,609,530,591,401,512.8,83.10571581,519.4905196,150
435,651,526,588,398,519.6,93.73281176,527.9867423,150
451,631,520,587,389,515.6,87.90358354,523.0395779,150
449,634,508,575,393,511.8,86.02185769,518.978805,150
443,615,506,559,401,504.8,77.04128763,510.6450822,150
449,602,498,549,415,502.6,67.23273012,507.0769172,150
460,590,491,576,408,505,69.13175826,509.7099175,150
468,580,478,583,397,501.2,71.27243506,506.2422345,150
458,574,471,590,386,495.8,76.27424205,501.6327342,150
469,562,493,579,382,497,70.673899,501.9998008,150
463,562,510,587,385,501.4,72.24569191,506.5781282,150
449,569,497,591,379,497,77.77917459,503.0493018,150
462,580,490,594,371,499.4,81.75475521,506.0476262,150
473,565,500,594,365,499.4,80.0164983,505.7697104,150
465,556,497,618,372,501.6,83.26487855,508.4639614,150
458,546,526,625,373,505.6,85.03317,512.7006924,150
475,573,537,624,386,519,82.32860985,525.4892958,150
509,568,520,629,388,522.8,79.61256182,528.8270038,150
513,557,506,610,406,518.4,67.37536642,522.7599832,150
521,564,500,595,415,519,61.61493325,522.6446211,150
510,548,501,588,425,514.4,54.29033063,517.2569961,150
493,542,505,583,432,511,50.48960289,513.4882667,150
477,535,518,586,423,507.8,54.95234299,510.7647208,150
472,522,502,614,435,509,60.14648784,512.5413154,150
469,521,494,638,448,514,66.64232889,518.3022284,150
479,514,496,624,457,514,58.13432721,517.2771018,150
481,495,489,644,443,510.4,69.21155973,515.0712572,150
470,482,474,655,440,504.2,76.72913397,510.0049019,150
464,480,484,671,438,507.4,83.38249217,514.2056009,150
459,508,508,671,427,514.6,84.03951452,521.4171075,150
454,511,504,670,422,512.2,85.43161007,519.2758419,150
452,512,496,649,422,506.2,78.17518788,512.2009371,150
459,505,489,646,411,502,78.79593898,508.1464356,150
453,491,487,637,404,494.4,77.82955737,500.4885613,150
463,483,505,626,405,496.4,72.82746735,501.7138627,150
468,506,500,643,403,504,78.53406904,510.0819542,150
464,504,495,633,394,498,77.77146006,504.0361098,150
469,496,479,641,389,494.8,81.83495586,501.5216845,150
463,486,468,642,393,490.4,82.14767191,497.2327423,150
456,474,486,627,400,488.6,75.21595575,494.3555401,150
448,465,494,617,408,486.4,70.98337834,491.5522353,150
449,457,503,600,398,481.4,68.01940899,486.1816533,150
444,459,494,600,405,480.4,66.26794097,484.9490695,150
431,461,485,610,416,480.6,68.96549862,485.523017,150
421,451,489,645,429,487,82.44270738,493.9289423,150
413,465,504,624,415,484.2,77.66955646,490.3898449,150
414,474,512,618,429,489.4,72.96464897,494.8092562,150
427,482,517,644,429,499.8,79.64772439,506.1065105,150
429,487,506,650,432,500.8,80.45719359,507.221845,150
425,473,499,664,437,499.6,86.27769121,506.995069,150
424,473,504,647,441,497.8,79.48182182,504.1053461,150
432,483,502,641,455,502.6,73.19726771,507.9021559,150
436,490,501,653,460,508,76.00789433,513.6547479,150
434,479,490,643,464,502,72.96848635,507.2754676,150
444,483,500,630,490,509.4,63.21898449,513.3078998,150
454,480,507,635,509,517,62.33137252,520.743891,150
449,481,516,617,506,513.8,56.5522767,516.9028922,150
456,469,511,602,495,506.6,51.43772934,509.204674,150
452,472,511,604,478,503.4,53.76095237,506.2625801,150
450,485,503,606,469,502.6,54.58424681,505.5553382,150
458,513,498,611,466,509.2,54.75545635,512.1355289,150
465,503,504,615,462,509.8,55.56761647,512.8194614,150
476,492,491,603,456,503.6,51.38326576,506.214579,150
504,482,490,618,451,509,57.20139858,512.2040609,150
519,498,489,636,444,517.2,64.24764587,521.1752105,150
503,504,514,655,449,525,68.87960511,529.4991974,150
491,490,507,643,442,514.6,67.78967473,519.0458554,150
489,476,509,653,437,512.8,73.94159858,518.1034646,150
502,479,496,654,446,515.4,71.98222003,520.4023443,150
509,473,490,645,450,513.4,68.61078632,517.9642845,150
500,459,497,629,460,509,62.49159944,512.8218014,150
496,443,505,616,452,502.4,61.67852138,506.1719076,150
486,439,533,607,449,502.8,61.67138721,506.5680606,150
478,424,518,596,439,491,61.83203053,494.8779648,150
461,415,507,588,449,484,59.76621119,487.676122,150
453,412,512,588,443,481.6,62.28515072,485.6109554,150
444,417,515,602,440,483.6,67.68929014,488.3142431,150
448,425,526,613,435,489.4,71.32629249,494.5703186,150
442,435,516,629,432,490.8,75.74536289,496.6105114,150
446,442,514,643,446,498.2,77.2331535,504.1509695,150
436,446,507,638,472,499.8,73.33321212,505.1512645,150
428,444,493,636,479,496,73.79159844,501.4590711,150
439,435,483,621,477,491,67.82329983,495.6621833,150
442,442,487,628,468,493.4,69.40778054,498.2579653,150
454,429,487,618,458,489.2,66.97880262,493.7639112,150
449,427,478,627,457,487.6,71.58659092,492.8269473,150
441,418,481,634,449,484.6,77.37855,490.7388307,150
444,413,478,631,450,483.2,76.7317405,489.254535,150
452,421,492,637,438,488,78.10505745,494.2108862,150
473,437,499,638,431,495.6,75.37532753,501.2991123,150
486,449,507,619,431,498.4,65.96241354,502.7460592,150
490,453,515,608,434,500,60.91633607,503.6971312,150
487,449,515,648,425,504.8,77.9856397,510.7884102,150
473,437,508,652,414,496.8,83.91757861,503.8376723,150
460,436,517,654,404,494.2,88.03272119,501.9794817,150
447,424,531,703,404,501.8,109.503242,513.6089952,150
453,415,520,698,401,497.4,108.4483287,509.0852581,150
446,433,520,683,401,496.6,101.0318762,506.7731248,150
434,426,532,672,397,492.2,100.7420468,502.4040207,150
430,432,575,657,396,498,100.5922462,508.0578707,150
426,424,582,652,409,498.6,99.34908153,508.4016129,150
427,419,570,641,410,493.4,94.39618636,502.3486837,150
426,419,553,649,428,495,91.7670965,503.4344049,150
419,428,547,630,422,489.2,85.26992436,496.5758754,150
419,421,536,625,414,483,84.46774532,490.3302968,150
434,434,527,672,418,497,95.60753108,506.1124381,150
481,432,529,662,411,503,89.38232487,510.8798293,150
517,427,525,667,411,509.4,91.22631199,517.5042029,150
507,436,518,690,409,512,98.11218069,521.3156433,150
512,443,502,692,399,509.6,100.0012,519.3191697,150
